City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,nahiyat al fuhud,30.9697,46.7228,90.48,18,0,9.86,IQ,1722739605
369,onega,63.9061,38.1404,55.83,88,19,3.78,RU,1722739606
370,malvan,16.0667,73.4667,80.56,85,100,16.82,IN,1722739608
371,turochak,52.2576,87.1224,70.77,76,98,2.89,RU,1722739609
372,northam,51.0333,-4.2167,57.65,92,100,5.68,GB,1722739611
373,vangaindrano,-23.35,47.6,65.93,86,98,3.87,MG,1722739612
374,banff,51.1762,-115.5698,63.77,80,66,6.6,CA,1722739614
375,kapoeta,4.7717,33.5903,75.47,63,65,12.77,SS,1722739615
376,sao jose de ribamar,-2.5619,-44.0542,79.18,78,0,13.42,BR,1722739617
377,inhambane,-23.865,35.3833,66.34,88,0,7.0,MZ,1722739618
378,enriquillo,17.9,-71.2333,78.31,88,98,9.95,DO,1722739619
379,abilene,32.4487,-99.7331,88.47,49,0,1.01,US,1722739621
380,antofagasta,-23.65,-70.4,58.28,91,67,4.38,CL,1722739622
381,tukrah,32.5341,20.5791,77.36,83,0,1.92,LY,1722739624
382,bonthe,7.5264,-12.505,76.17,87,100,10.51,SL,1722739625
383,bambanglipuro,-7.95,110.2833,82.09,68,21,11.45,ID,1722739627
384,howrah,22.5892,88.3103,86.0,89,75,4.61,IN,1722739628
385,qarauyl,48.9451,79.255,73.74,52,87,4.0,KZ,1722739630
386,saldanha,-33.0117,17.9442,55.45,87,100,24.4,ZA,1722739632
387,whakatane,-37.9585,176.9854,58.87,69,95,4.0,NZ,1722739633
388,nar'yan-mar,67.6713,53.087,51.49,70,67,19.35,RU,1722739635
389,kapa'a,22.0752,-159.319,84.52,70,100,12.66,US,1722739638
390,kayangel,8.0823,134.7173,83.61,78,100,14.32,PW,1722739641
391,tindouf,27.6711,-8.1474,95.45,13,40,2.3,DZ,1722739642
392,bovalino,38.149,16.174,85.89,50,97,1.43,IT,1722739644
393,grande prairie,55.1667,-118.8027,75.38,35,0,10.36,CA,1722739645
394,queenstown,-31.8976,26.8753,55.2,32,54,6.22,ZA,1722739646
395,olinda,-8.0089,-34.8553,74.93,88,75,6.91,BR,1722739648
396,mandapam,9.2833,79.1167,82.33,75,85,6.98,IN,1722739649
397,madera,37.1666,-119.8343,99.55,23,0,4.54,US,1722739651
398,suntar,62.1444,117.6319,73.89,32,100,7.63,RU,1722739653
399,adrar,20.5022,-10.0711,81.88,59,89,20.42,MR,1722739654
400,kulhudhuffushi,6.6221,73.07,83.5,75,87,11.74,MV,1722739656
401,maumere,-8.6199,122.2111,82.08,62,17,5.39,ID,1722739658
402,thurso,58.5927,-3.5259,50.25,82,69,6.67,GB,1722739659
403,saipan,15.1355,145.701,90.3,66,40,17.27,MP,1722739661
404,rockland,41.1668,-74.0496,73.94,94,96,3.58,US,1722739662
405,cabedelo,-6.9811,-34.8339,72.27,81,5,11.65,BR,1722739664
406,kargopol',61.5071,38.9456,57.45,97,95,3.6,RU,1722739665
407,piti village,13.4626,144.6933,85.08,84,75,12.66,GU,1722739667
408,tarfaya,27.9358,-12.9218,70.12,90,88,15.43,MA,1722739668
409,coaldale,49.7167,-112.6185,76.32,56,75,23.02,CA,1722739670
410,puerto ayacucho,5.6639,-67.6236,75.52,91,92,2.93,VE,1722739671
411,tocopilla,-22.092,-70.1979,61.47,77,14,4.52,CL,1722739673
412,xingtai,37.0631,114.4942,90.68,66,100,1.86,CN,1722739674
413,san andres,12.5847,-81.7006,84.22,84,20,3.44,CO,1722739676
414,izamal,20.9333,-89.0167,76.86,87,76,2.75,MX,1722739677
415,siwa oasis,29.2041,25.5195,80.22,50,0,5.88,EG,1722739679
416,tinghir,31.5157,-5.5343,80.22,12,0,3.67,MA,1722739680
417,lorengau,-2.0226,147.2712,82.06,83,79,10.45,PG,1722739682
418,chibougamau,49.9168,-74.3659,65.82,59,0,10.36,CA,1722739683
419,lupane,-18.9315,27.807,49.68,26,6,6.38,ZW,1722739685
420,san angelo,31.4638,-100.437,81.95,62,0,3.44,US,1722739492
421,santa vitoria do palmar,-33.5189,-53.3681,55.69,85,98,8.75,BR,1722739688
422,stanthorpe,-28.6667,151.95,60.42,62,40,6.35,AU,1722739689
423,yabelo,4.8833,38.0833,58.62,77,100,10.49,ET,1722739691
424,carutapera,-1.195,-46.02,74.7,83,3,3.87,BR,1722739693
425,saint croix,17.7397,-64.7388,81.05,82,0,11.5,VI,1722739694
426,joshimath,30.5667,79.5667,70.9,74,39,5.14,IN,1722739696
427,kabul,34.5,69.4167,74.7,68,0,3.36,AF,1722739697
428,opuwo,-18.0607,13.84,59.4,48,0,3.83,NA,1722739699
429,francisco sa,-16.4758,-43.4883,68.14,82,35,11.56,BR,1722739700
430,hampton bays,40.869,-72.5176,73.99,96,20,5.99,US,1722739702
431,palmer,42.1584,-72.3287,75.61,80,100,5.75,US,1722739703
432,viqueque,-8.8673,126.3658,82.24,56,94,8.84,TL,1722739705
433,ringkobing,56.0901,8.244,62.58,82,75,6.91,DK,1722739708
434,nagqu,31.5,92.0,50.7,62,8,3.65,CN,1722739710
435,qamdo,31.1667,97.2333,58.32,56,11,4.0,CN,1722739711
436,mountain home,43.133,-115.6912,96.28,22,20,9.22,US,1722739713
437,fuerte olimpo,-21.0415,-57.8738,87.48,25,100,9.13,PY,1722739714
438,kristiansund,63.1115,7.732,61.45,89,100,3.44,NO,1722739716
439,birao,10.2849,22.7882,68.99,97,100,5.46,CF,1722739718
440,hede,33.7681,120.2517,92.97,70,14,9.69,CN,1722739719
441,al khawr,25.7667,51.3167,91.99,37,70,14.23,QA,1722739721
442,guapore,-28.8456,-51.8903,65.57,73,77,3.4,BR,1722739722
443,port augusta,-32.5,137.7667,59.27,56,100,8.3,AU,1722739724
444,isla vista,34.4133,-119.861,85.35,53,0,5.57,US,1722739725
445,ibaiti,-23.8486,-50.1878,60.12,52,0,3.6,BR,1722739727
446,kuching,1.55,110.3333,89.02,66,20,5.75,MY,1722739728
447,illizi,26.4833,8.4667,82.2,15,0,2.66,DZ,1722739730
448,cabo san lucas,22.8909,-109.9124,92.5,64,66,8.01,MX,1722739614
449,sabzevar,36.2126,57.6819,81.93,21,6,12.73,IR,1722739732
450,yerofey pavlovich,53.9667,121.9667,60.82,67,100,9.53,RU,1722739734
451,eufaula,31.8913,-85.1455,78.33,86,48,8.34,US,1722739736
452,chui,-33.6971,-53.4616,54.79,85,98,8.86,UY,1722739737
453,yatou,37.15,122.3833,87.93,74,10,14.34,CN,1722739739
454,sagar,23.8333,78.7167,74.44,97,100,15.05,IN,1722739742
455,zelezniki,46.2333,14.1667,61.12,97,6,4.27,SI,1722739743
456,nuuk,64.1835,-51.7216,34.41,100,100,3.44,GL,1722739745
457,saurimo,-9.6608,20.3916,60.03,32,77,5.3,AO,1722739746
458,jampur,29.6441,70.5954,93.87,55,93,11.72,PK,1722739748
459,narimanov,46.6927,47.8498,67.91,31,1,5.39,RU,1722739749
460,rio grande,-32.035,-52.0986,58.95,95,86,16.2,BR,1722739751
461,la'ie,21.6477,-157.9253,85.96,76,37,7.0,US,1722739752
462,sinop,41.7711,34.8709,64.85,79,0,1.54,TR,1722739754
463,la paz,-16.5,-68.15,46.58,74,0,9.22,BO,1722739755
464,enshi,30.3,109.4833,88.83,62,96,4.07,CN,1722739757
465,floro,61.5996,5.0328,57.27,88,100,19.57,NO,1722739758
466,castillos,-34.1667,-53.8333,49.62,95,6,3.83,UY,1722739760
467,sur,22.5667,59.5289,88.9,61,100,5.03,OM,1722739761
468,fort mcmurray,56.7268,-111.381,63.99,77,0,4.61,CA,1722739763
469,san patricio,28.017,-97.5169,85.89,70,1,9.42,US,1722739764
470,codrington,-38.2667,141.9667,55.63,63,100,6.73,AU,1722739766
471,berdigestyakh,62.0989,126.6992,73.29,28,39,6.73,RU,1722739767
472,saudarkrokur,65.7461,-19.6394,49.03,88,100,4.05,IS,1722739769
473,changji,44.0167,87.3167,92.19,22,0,8.95,CN,1722739770
474,qui nhon,13.7667,109.2333,90.48,56,34,7.63,VN,1722739772
475,huarmey,-10.0681,-78.1522,62.2,87,6,8.37,PE,1722739773
476,metlili chaamba,32.2667,3.6333,88.74,22,0,9.22,DZ,1722739775
477,hornell,42.3279,-77.6611,71.78,99,99,1.99,US,1722739776
478,sao joao da barra,-21.6403,-41.0511,73.33,80,85,11.45,BR,1722739778
479,wellington,-41.2866,174.7756,53.26,64,40,16.11,NZ,1722739770
480,vernon,50.2581,-119.2691,95.36,27,52,2.3,CA,1722739781
481,mehtar lam,34.6714,70.2094,84.27,65,98,3.56,AF,1722739784
482,holualoa,19.6228,-155.9522,80.44,86,40,10.36,US,1722739785
483,galle,6.0367,80.217,83.93,83,15,1.99,LK,1722739787
484,fortuna,40.5982,-124.1573,60.93,95,100,5.75,US,1722739789
485,taksimo,56.3444,114.8794,64.06,80,100,2.55,RU,1722739790
486,roma,43.2128,-75.4557,75.34,93,0,4.61,US,1722739792
487,nobeoka,32.5833,131.6667,89.4,62,1,5.26,JP,1722739793
488,prince rupert,54.3161,-130.3201,62.69,81,0,8.05,CA,1722739795
489,morioka,39.7036,141.1525,85.5,69,25,3.6,JP,1722739796
490,nadym,65.5333,72.5167,66.65,87,100,13.04,RU,1722739798
491,cobija,-11.0267,-68.7692,77.16,58,3,2.77,BO,1722739799
492,cidreira,-30.1811,-50.2056,65.32,82,56,2.13,BR,1722739801
493,san antonio de pale,-1.4014,5.6325,70.77,81,97,12.03,GQ,1722739802
494,jaguaruna,-28.615,-49.0256,66.06,84,52,5.59,BR,1722739804
495,strezhevoy,60.7333,77.5889,68.22,86,100,4.52,RU,1722739805
496,bir el ater,34.7449,8.0602,72.75,41,0,13.85,DZ,1722739807
497,blythe,33.6103,-114.5964,113.45,14,75,9.22,US,1722739808
498,wad az zaki,14.4619,32.2065,79.21,73,31,11.83,SD,1722739810
499,grants pass,42.439,-123.3284,88.39,40,0,8.05,US,1722739745
500,laojunmiao,39.8333,97.7333,80.24,13,21,6.44,CN,1722739813
501,karratha,-20.7377,116.8463,72.82,54,0,15.59,AU,1722739816
502,cockburn town,21.4612,-71.1419,83.21,82,36,19.55,TC,1722739817
503,bafq,31.6128,55.4107,94.12,23,0,6.13,IR,1722739819
504,trapani,37.8333,12.6667,77.27,94,0,1.14,IT,1722739820
505,punta del este,-34.9667,-54.95,52.88,94,0,8.99,UY,1722739582
506,selkirk,50.1436,-96.8845,64.54,65,0,1.99,CA,1722739824
507,la mira,18.035,-102.3266,77.16,88,100,5.28,MX,1722739825
508,grand baie,-20.0182,57.5802,66.45,84,4,4.0,MU,1722739827
509,aqadyr,48.2553,72.8483,75.67,32,4,6.76,KZ,1722739828
510,sibu,2.3,111.8167,84.51,74,20,4.61,MY,1722739831
511,puerto cabezas,14.0351,-83.3888,78.37,87,61,6.42,NI,1722739833
512,intorsura buzaului,45.6833,26.0333,59.41,88,17,1.97,RO,1722739834
513,hanceville,34.0607,-86.7675,77.5,72,59,4.65,US,1722739837
514,arafat,39.0344,44.6198,62.13,60,0,2.55,IR,1722739839
515,jaguey grande,22.5269,-81.1286,75.49,94,94,7.52,CU,1722739840
516,kavieng,-2.5744,150.7967,83.32,75,12,14.23,PG,1722739842
517,vilyuysk,63.7553,121.6247,74.75,32,14,4.09,RU,1722739843
518,magadan,59.5667,150.8,60.76,51,2,7.25,RU,1722739845
519,morden,49.1919,-98.1014,64.02,70,28,7.25,CA,1722739812
520,kuta,-8.7233,115.1723,85.95,70,40,10.36,ID,1722739848
521,aksuat,48.7167,83.7,82.04,34,0,10.83,KZ,1722739849
522,kodinsk,58.6881,99.1844,64.24,63,89,4.83,RU,1722739851
523,olyokminsk,60.3736,120.4264,73.44,42,100,9.31,RU,1722739852
524,pimenta bueno,-11.6725,-61.1936,79.9,39,63,3.27,BR,1722739854
525,bel ombre,-4.6167,55.4167,78.64,73,40,8.05,SC,1722739855
526,remire-montjoly,4.9167,-52.2667,75.24,94,0,0.0,GF,1722739857
527,nha trang,12.25,109.1833,89.6,58,89,4.88,VN,1722739858
528,haimen,23.1935,116.6142,93.09,68,6,1.19,CN,1722739860
529,thunder bay,48.4001,-89.3168,67.98,83,40,3.44,CA,1722739862
530,talsi,57.2456,22.5814,54.82,96,78,4.72,LV,1722739863
531,muisne,0.6,-80.0333,74.53,89,99,9.53,EC,1722739865
532,guerrero negro,27.9769,-114.0611,69.04,84,5,14.76,MX,1722739866
533,pemangkat,1.1667,108.9667,84.74,68,12,3.87,ID,1722739867
534,barra do corda,-5.5,-45.25,72.61,49,20,3.51,BR,1722739869
535,villa ojo de agua,-29.5,-63.6938,54.27,62,9,13.35,AR,1722739871
536,loikaw,19.6742,97.2094,75.92,83,100,3.42,MM,1722739872
537,xai-xai,-25.0519,33.6442,62.64,82,0,8.79,MZ,1722739874
538,shizuishan,39.2333,106.7694,86.68,30,31,1.72,CN,1722739875
539,saint-joseph,-21.3667,55.6167,62.98,71,0,4.09,RE,1722739877
540,conde,-7.2597,-34.9075,71.06,100,20,5.75,BR,1722739878
541,port douglas,-16.4833,145.4667,73.89,64,28,13.76,AU,1722739880
542,polyarnyy,69.1989,33.4478,50.97,87,12,4.88,RU,1722739881
543,maba,24.6841,113.5984,93.36,60,0,1.1,CN,1722739883
544,borazjan,29.2666,51.2159,92.26,33,0,1.72,IR,1722739884
545,mugia,43.1041,-9.2179,61.16,89,0,7.92,ES,1722739886
546,nnewi,6.0199,6.9148,71.38,96,96,4.36,NG,1722739887
547,pokaran,26.9167,71.9167,82.22,79,94,12.28,IN,1722739889
548,gaspe,48.8334,-64.4819,70.02,94,100,0.0,CA,1722739890
549,chadron,42.8294,-102.9999,92.88,21,0,10.36,US,1722739892
550,sparti,37.0733,22.4297,79.95,41,0,4.68,GR,1722739893
551,razole,16.4833,81.8333,85.15,73,94,6.64,IN,1722739895
552,vernal,40.4555,-109.5287,91.11,17,0,5.75,US,1722739896
553,arkhangel'sk,64.5401,40.5433,53.71,100,40,6.71,RU,1722739898
554,xianning,29.8833,114.2167,94.06,56,0,9.95,CN,1722739899
555,beltran,-27.8291,-64.061,60.73,43,97,6.29,AR,1722739901
556,moultonborough,43.7548,-71.3967,74.66,89,100,1.72,US,1722739902
557,greenville,35.6127,-77.3663,73.42,98,0,3.44,US,1722739904
558,talas,38.6908,35.5538,54.27,58,0,0.0,TR,1722739905
559,gamba,-2.65,10.0,70.92,75,100,6.31,GA,1722739907
560,aznalcollar,37.5491,-6.3166,70.0,34,0,0.54,ES,1722739908
561,grand falls-windsor,48.9332,-55.6649,69.51,72,100,8.39,CA,1722739910
562,borskoye,53.0333,51.7167,65.46,67,54,6.53,RU,1722739911
563,kupang,-10.1667,123.5833,88.38,55,40,14.97,ID,1722739913
564,casilda,-33.0442,-61.1681,57.34,60,49,6.76,AR,1722739914
565,atbasar,51.8,68.3333,63.39,72,100,14.97,KZ,1722739916
566,chos malal,-37.3781,-70.2709,39.47,66,100,6.2,AR,1722739917
567,tulsipur,28.131,82.2973,81.09,78,25,5.79,NP,1722739919
568,flekkefjord,58.2971,6.6607,61.95,99,99,0.74,NO,1722739920
569,kharp,66.8014,65.8081,56.55,82,100,14.43,RU,1722739922
570,talara,-4.5772,-81.2719,63.61,88,9,12.77,PE,1722739923
